channel names:
29/11/2016 11:07:26 - Power - Dev1_ai1 1
start times:
29/11/2016 11:07:34,046201
dt:
0,001000
data:
1,145678E+0
1,328450E+0
1,578016E+0
1,930848E+0
2,294994E+0
2,539410E+0
2,211364E+0
2,204714E+0
2,285924E+0
1,556476E+0
1,841187E+0
1,489966E+0
1,429892E+0
1,613121E+0
1,735758E+0
1,348942E+0
1,476504E+0
1,095883E+0
1,660904E+0
1,087279E+0
1,115728E+0
2,151825E+0
1,312698E+0
1,608914E+0
1,220769E+0
1,228353E+0
1,352686E+0
1,770476E+0
1,676911E+0
1,624285E+0
1,746217E+0
1,404481E+0
1,578801E+0
1,853786E+0
1,032847E+0
1,019609E+0
1,041695E+0
1,690585E+0
1,887398E+0
1,128951E+0
1,190561E+0
1,237833E+0
1,207206E+0
1,942502E+0
1,817548E+0
1,764378E+0
1,726710E+0
2,119850E+0
1,895196E+0
1,821567E+0
1,229203E+0
1,072938E+0
9,830892E-1
1,013658E+0
2,264514E+0
1,591402E+0
1,673165E+0
1,097401E+0
2,189130E+0
1,298701E+0
1,918800E+0
1,824653E+0
1,858525E+0
2,314827E+0
2,211345E+0
1,912696E+0
2,015949E+0
1,207989E+0
1,131762E+0
1,080912E+0
1,954634E+0
1,674479E+0
1,059164E+0
1,097573E+0
1,062760E+0
1,075616E+0
1,507988E+0
1,661815E+0
1,725792E+0
1,711879E+0
2,015708E+0
2,463553E+0
2,060948E+0
2,304625E+0
1,199463E+0
1,134635E+0
1,145532E+0
1,961208E+0
2,331404E+0
1,960444E+0
1,079256E+0
1,077956E+0
1,064579E+0
1,757994E+0
1,513071E+0
1,559281E+0
1,648393E+0
1,901881E+0
1,995273E+0
1,592166E+0
1,210422E+0
1,217497E+0
1,163034E+0
1,926918E+0
2,370720E+0
1,227464E+0
1,297890E+0
1,204739E+0
1,163118E+0
1,565067E+0
1,619431E+0
1,692826E+0
1,596610E+0
2,192204E+0
2,071849E+0
1,351518E+0
1,641764E+0
1,101795E+0
1,094857E+0
1,156615E+0
1,792636E+0
1,917975E+0
1,217151E+0
1,248684E+0
1,250588E+0
1,256906E+0
1,777423E+0
1,731670E+0
1,694952E+0
1,675187E+0
1,237270E+0
1,757016E+0
1,762769E+0
1,080327E+0
1,063032E+0
1,005309E+0
1,031554E+0
2,089576E+0
1,708569E+0
1,640193E+0
1,210829E+0
1,241155E+0
1,247797E+0
1,982392E+0
1,788502E+0
1,794357E+0
2,310574E+0
1,645319E+0
1,870706E+0
1,839054E+0
1,088830E+0
1,057187E+0
1,031658E+0
1,549581E+0
1,758766E+0
1,048245E+0
1,098198E+0
1,723365E+0
1,176077E+0
1,744869E+0
1,757486E+0
1,783464E+0
1,817810E+0
2,200324E+0
2,087207E+0
2,177509E+0
1,421417E+0
1,042328E+0
9,749769E-1
9,498416E-1
1,253489E+0
1,269594E+0
1,073282E+0
8,229190E-1
8,712399E-1
8,683650E-1
1,326075E+0
1,217987E+0
1,284025E+0
1,336103E+0
1,374868E+0
1,430998E+0
1,436414E+0
1,101495E+0
9,727445E-1
9,436210E-1
1,142986E+0
1,563485E+0
1,293192E+0
8,965455E-1
9,179051E-1
8,648273E-1
1,046670E+0
1,250088E+0
1,144615E+0
1,140321E+0
1,193769E+0
1,490900E+0
1,183348E+0
1,301370E+0
9,472084E-1
8,986797E-1
9,274644E-1
1,459294E+0
1,559338E+0
1,157512E+0
1,170230E+0
1,334785E+0
9,606296E-1
1,291631E+0
1,179902E+0
1,170520E+0
1,188369E+0
1,249435E+0
1,409344E+0
1,337940E+0
8,990373E-1
9,031842E-1
1,137343E+0
9,019577E-1
1,565991E+0
1,566328E+0
1,417923E+0
1,053652E+0
1,002520E+0
1,019836E+0
1,359469E+0
1,287115E+0
1,327382E+0
1,238198E+0
1,459290E+0
1,412699E+0
1,480289E+0
8,271369E-1
8,062802E-1
8,291697E-1
1,326871E+0
1,455601E+0
1,163034E+0
8,572031E-1
9,893954E-1
9,864444E-1
1,362095E+0
1,452267E+0
1,271528E+0
1,297188E+0
1,241909E+0
1,195061E+0
2,024920E+0
1,459719E+0
8,937521E-1
8,111795E-1
7,933853E-1
1,221200E+0
1,287084E+0
1,332667E+0
1,253713E+0
9,016065E-1
1,258251E+0
1,373404E+0
1,222359E+0
1,335526E+0
1,324489E+0
1,372136E+0
2,080926E+0
2,169948E+0
1,221693E+0
9,349233E-1
1,186909E+0
1,131413E+0
1,289645E+0
1,232477E+0
8,398174E-1
9,241247E-1
8,676647E-1
1,100131E+0
1,122456E+0
1,181090E+0
1,308643E+0
1,248023E+0
1,212265E+0
2,019532E+0
1,662028E+0
1,371187E+0
9,214124E-1
9,408878E-1
1,270367E+0
1,422031E+0
1,534416E+0
8,614324E-1
9,031949E-1
8,684521E-1
1,075219E+0
1,221044E+0
1,136150E+0
1,150725E+0
1,111795E+0
1,248331E+0
1,413615E+0
1,789815E+0
1,876429E+0
1,212976E+0
1,346864E+0
1,653942E+0
1,626102E+0
1,260800E+0
1,246865E+0
1,162514E+0
1,379333E+0
1,373983E+0
1,295807E+0
1,340279E+0
1,305973E+0
1,115681E+0
1,863479E+0
2,042065E+0
1,377550E+0
1,084547E+0
1,133932E+0
1,486986E+0
1,678061E+0
1,538588E+0
1,282912E+0
1,362933E+0
1,559464E+0
1,505694E+0
1,498414E+0
1,454907E+0
1,489389E+0
1,382945E+0
1,243605E+0
1,397165E+0
1,432297E+0
1,432768E+0
1,329904E+0
1,363093E+0
1,450021E+0
1,441952E+0
1,820805E+0
1,515573E+0
1,546205E+0
1,580105E+0
1,597065E+0
1,572747E+0
1,608522E+0
1,662573E+0
1,554062E+0
2,562255E+0
2,738611E+0
2,611396E+0
2,547653E+0
2,524112E+0
2,696923E+0
2,501020E+0
2,598117E+0
2,447584E+0
2,644343E+0
2,745792E+0
2,841068E+0
2,943662E+0
2,947204E+0
2,874909E+0
3,039396E+0
2,653366E+0
2,878899E+0
2,740713E+0
2,754988E+0
2,592877E+0
2,548915E+0
2,434966E+0
2,433932E+0
2,570957E+0
2,342665E+0
2,135042E+0
1,978279E+0
2,203448E+0
2,014128E+0
2,281714E+0
2,054428E+0
2,034998E+0
2,169709E+0
2,232892E+0
2,309474E+0
2,320947E+0
2,552660E+0
2,661334E+0
2,474716E+0
2,482709E+0
2,442125E+0
2,382815E+0
2,342386E+0
2,280788E+0
2,178123E+0
1,570783E+0
2,452968E+0
2,384776E+0
2,373763E+0
2,475589E+0
2,652920E+0
2,643677E+0
2,418404E+0
2,419424E+0
2,495454E+0
2,636327E+0
2,908022E+0
2,421375E+0
2,378787E+0
2,525135E+0
2,455205E+0
2,376922E+0
2,254097E+0
2,189876E+0
2,194378E+0
2,591336E+0
2,649306E+0
2,495349E+0
2,886425E+0
2,070041E+0
2,510088E+0
2,082459E+0
2,143107E+0
2,137168E+0
2,237406E+0
2,430683E+0
2,006376E+0
1,859534E+0
1,451219E+0
1,437199E+0
1,410640E+0
8,085035E-1
8,198224E-1
7,848495E-1
8,020123E-1
8,656232E-1
7,684411E-1
7,647534E-1
7,791855E-1
8,179217E-1
8,352341E-1
8,516331E-1
9,107058E-1
9,067171E-1
8,849303E-1
8,911829E-1
8,629197E-1
8,710086E-1
8,775632E-1
8,707904E-1
8,937644E-1
8,303453E-1
7,676875E-1
7,847281E-1
7,768840E-1
2,090426E+0
7,907042E-1
7,845951E-1
8,289322E-1
8,340752E-1
8,287665E-1
8,430680E-1
